num,speaker,sentence
ep13-0974,독백,행운으로 치부되기 마련이다
ep13-0975,조윤진,덥다 저짝가서 앉어야
ep13-0976,조윤진,여기 레몬소주 안준데요?!
ep13-0977,보조출연,감사합니다
ep13-0978,조윤진,우리가 저짝보다 먼저시켰는데 어째서 저짝먼저 준대요
ep13-0979,보조출연,아.. 저긴 교수님들이셔서
ep13-0980,조윤진,그래도 순서는 지켜야되는거 아니데요
ep13-0981,보조출연,죄송합니다..
ep13-0982,삼천포,아이 괜찮습니더
ep13-0983,삼천포,교수님들 먼저 드리는게 당연하지예
ep13-0984,효과음,퍽
ep13-0985,삼천포,읍!
ep13-0986,빙그레,야 너 괜찮어?
ep13-0987,빙그레,어디 부러진거 아니여?
ep13-0988,칠봉이,아냐.. 그냥 좀 부은거같애
ep13-0989,칠봉이,엑스레이 찍었으니까 결과 곧 나오겠지 뭐
ep13-0990,칠봉이,야 너 몇층이냐 놀러갈게
ep13-0991,빙그레,야 그다리로 어딜와
ep13-0992,칠봉이,야 그냥 좀 부은거라니까
ep13-0993,빙그레,근데 거 누가그런겨
ep13-0994,칠봉이,치 알면 뭐 니가 어떻게 하게?
ep13-0995,칠봉이,"으이구.. 퍽이나, 겁도많은놈이"
ep13-0996,효과음,흥얼흥얼~~
ep13-0997,쓰레기,사랑하는 사람 만나는건~~
ep13-0998,쓰레기,사랑을 할꼬양~~
ep13-0999,쓰레기,사랑을 할꼬양~~
ep13-1000,효과음,(삐삐진동)
ep13-1001,쓰레기,아무도 모르게~
ep13-1002,쓰레기,어 우리 쩡이 왜그래요
ep13-1003,쓰레기,우리 쫌있다 만나기로 했잖아요~
ep13-1004,성나정,오빠 내 못볼거 같다
ep13-1005,성나정,윤진이가 갑자기 아파서
ep13-1006,쓰레기,진짜?
ep13-1007,쓰레기,거 어디가 아픈데
ep13-1008,성나정,몰라 집에 와보니까 그러네..
ep13-1009,성나정,아 다리가 다칬다
ep13-1010,성나정,발을 다치가 몬걷네
ep13-1011,성나정,화장실도 몬가고
ep13-1012,성나정,발등까지 퉁퉁부엇다
ep13-1013,성나정,우짜지 미안하다 오빠
ep13-1014,성나정,다음에 보자
ep13-1015,쓰레기,늦더라도 온나
ep13-1016,쓰레기,늦더라도 오라고.
ep13-1017,쓰레기,오빠 어차피 늦게까지 있을거니까
ep13-1018,쓰레기,밤에 윤진이 잠든거 보고 택시타고 넘어온나
ep13-1019,성나정,많이 늦을거 같은데...
ep13-1020,쓰레기,개안타
ep13-1021,쓰레기,출발할 때 삐삐치라
ep13-1022,쓰레기,오빠 미리 나가있으께
ep13-1023,쓰레기,캄 나중에 보자
ep13-1024,쓰레기,아.. 안 도와주네 진짜..
ep13-1025,성나정,하씨.. 우짜지..
ep13-1026,성나정,아..
ep13-1027,성나정,하아..
ep13-1028,보조출연,드셔도됩니다
ep13-1029,보조출연,고기 더 하실거에요?
ep13-1030,성동일,아뇨아뇨 됬어라
ep13-1031,성동일,아 그라고 식사는 뭐뭐 된다요
ep13-1032,보조출연,누룽지랑 냉면있어요
ep13-1033,보조출연,누룽지 시키면 된장은 나오구요
ep13-1034,성동일,임자는 뭐 먹을랑가
ep13-1035,이일화,내는 누룽지
ep13-1036,성동일,그라믄 누룽지하나하고
ep13-1037,성동일,냉면하나 주쇼잉
ep13-1038,보조출연,네 알겠습니다
ep13-1039,성동일,네~
ep13-1040,성동일,아따 역시 이렇게 딱솨가꼬 딱 잘라주니까 역시 강남은 강남이데
ep13-1041,이일화,내는 제대로 묵지 모했다
ep13-1042,이일화,옆에 딱 붙어가
ep13-1043,성동일,나는 대접받는거 같애서 좋기만 하구만...
ep13-1044,이일화,그라고 익도안한 고기를 무라안카나 자꾸
ep13-1045,성동일,아이고 이사람아 소고기는 원래 앞뒤로 살짝만 데쳐서 먹는것이여
ep13-1046,성동일,맛만 좋구만
ep13-1047,이일화,고마 집에서
ep13-1048,이일화,부루스타에 삼겹살 구워먹는게 훨씬 더 맛나겠다
ep13-1049,성동일,아따 거 참말로!!
ep13-1050,성동일,신랑 성의도 몰라주고 참 섭섭하게 참말로그냥..
ep13-1051,이일화,아이다 맛있드라~
ep13-1052,성동일,히히히히히히히
ep13-1053,이일화,아 근데
ep13-1054,이일화,올해 올스타전 시구 누구한다 카데
ep13-1055,이일화,누구 나오는지 봐서 내도 오랜만에 보러가구러
ep13-1056,성동일,어 저뭐 더 블록인가 블룬가 나온다 하든기
ep13-1057,성동일,아 그것도 어렵게 섭외했다고 어찌나 개 생색을 내던지..
ep13-1058,이일화,내는 더 블루 좋은줄 모르겠드라
ep13-1059,성동일,아 뭐 노래는 신나고 좋다던디
ep13-1060,이일화,거 누구하고 똥폼잡는아 하나 있다아이가
ep13-1061,성동일,아 저기 김민종이!
ep13-1062,이일화,어! 이래 똥폼잡고 노래하데
ep13-1063,이일화,보이까 비리비리해가지고 무슨 매력이 있는지 난 하나도 몰겠드라
ep13-1064,성동일,아 뭐 인기는 좋다 하든디 손지창인가 발지창이보다
ep13-1065,이일화,어데 손지창이 인기가 훨씬더 많다
ep13-1066,이일화,김민종이 인기는 고마 거품이다 거품
ep13-1067,성동일,그려잉..?
ep13-1068,보조출연,맛있게 드세요
ep13-1069,성동일,예예예
ep13-1070,성동일,네 고맙습니다잉
ep13-1071,성동일,왜 먼일이여
ep13-1072,이일화,우짜노..
ep13-1073,성동일,뭔 일이여
ep13-1074,이일화,저 우리옆에..
ep13-1075,이일화,김민종이.. 김민종이 있다..
ep13-1076,성동일,어또.. 우짜면 좋스까..
ep13-1077,이일화,우리 얘기 들었으까..
ep13-1078,이일화,들었다..
ep13-1079,이일화,당연히 들었다
ep13-1080,이일화,당신 눈까리 삣나 그거 안보고 뭐했노
ep13-1081,성동일,이 신랑한테 눈까리 삐...
ep13-1082,성동일,저.. 어쩌까잉..
ep13-1083,이일화,뭐 당신은 좋은말만 했다
ep13-1084,이일화,내가 욕했다아이가
ep13-1085,성동일,아 당신이 뭐라고 했는디
ep13-1086,성동일,노래 좋다고 안했는가
ep13-1087,이일화,더 블루 좋은지 모르겠드라
ep13-1088,이일화,똥폼잡는다꼬도 캤다
ep13-1089,이일화,아 그 말도 들었겠제...
ep13-1090,성동일,못들었을것이여 거리가 있응께...
ep13-1091,이일화,고마 인기도 거품이라 안캤나
ep13-1092,성동일,못 들었을것이여 거리가 있응께....
ep13-1093,이일화,표정 함 봐봐
ep13-1094,이일화,어떻노 어?
ep13-1095,이일화,별로 안좋제 이쪽 안보나
ep13-1096,성동일,틈틈히 보는거 같은디
ep13-1097,이일화,표정은
ep13-1098,성동일,겁나게 안좋은디
ep13-1099,이일화,하.. 진짜 미안해 죽겠네
ep13-1100,이일화,알고 일부러 한줄 알겠다..
ep13-1101,성동일,아따 이사람 설마 그러겠는가
ep13-1102,이일화,연예인들은 이런일 많을거 아이가
ep13-1103,이일화,이상한 여자로 보겠다..
ep13-1104,성동일,아따 그럴일 없당께
ep13-1105,성동일,간다간다
ep13-1106,이일화,갔나
ep13-1107,성동일,김민종이가 카드로 계산한디
ep13-1108,이일화,카드로
ep13-1109,성동일,아따 서울은 연예인을 밥을 씹다가도 보는데구마..
ep13-1110,이일화,놀랬다 깜짝놀랬다...
ep13-1111,성동일,임자 한번 해보소잉
ep13-1112,이일화,내는 더 블루 좋은줄 모르겠드라
ep13-1113,이일화,들리나
ep13-1114,성동일,아 근디 아까는 그렇게 크게 안했잖에
ep13-1115,성동일,조금 적게 해보소
ep13-1116,이일화,어..
ep13-1117,이일화,거 똥폼 잡는아 하나 있다아이가
ep13-1118,성동일,겁나 크게들려...
ep13-1119,이일화,힉
ep13-1120,이일화,김민종... 김민..
ep13-1121,성동일,아니 아까는 그래 적게 안했자네
ep13-1122,성동일,좀 크게 해보소
ep13-1123,보조출연,안녕하세요..
ep13-1124,성동일,아 예 김민종씨...
ep13-1125,성동일,집사람이 모르고 그런것이 아니라 장난으로 다가..
ep13-1126,보조출연,예?
ep13-1127,보조출연,성동일 코치님 맞으시죠
ep13-1128,성동일,아.. 예..죄송합니다..
ep13-1129,성동일,저..
ep13-1130,성동일,아 저..
ep13-1131,성동일,하하하
ep13-1132,성동일,주먹도 크시고...
ep13-1133,보조출연,정말 영광입니다 성동일 코치님
ep13-1134,보조출연,투 유 민종님 너무 좋은데요
ep13-1135,보조출연,아 제가 서울쌍둥이 완전히 광팬이거든요
ep13-1136,보조출연,올해도 우승 가능인건가요?
ep13-1137,성동일,그쵸 당연하지라우
ep13-1138,보조출연,아예..
ep13-1139,보조출연,사복입고 계셔서 첨에 몰라뵜습니다
ep13-1140,보조출연,죄송합니다
ep13-1141,보조출연,손준가봐요?
ep13-1142,성동일,예..
ep13-1143,보조출연,우우웅~까꿍
ep13-1144,보조출연,야 예쁘게 생겼다.. 딸맞죠?
ep13-1145,성동일,예...
ep13-1146,보조출연,식사하시는데 제가 너무 방해가 됬네요
ep13-1147,보조출연,그럼 저 올스타전때 야구장에서 뵙겠습니다
ep13-1148,보조출연,아 정말.. 투유 민종 너무 감사합니다
ep13-1149,성동일,예예
ep13-1150,보조출연,감사합니다 맛있게 드세요
ep13-1151,보조출연,저 김민종씨..
ep13-1152,보조출연,아.. 예
ep13-1153,보조출연,싸인
ep13-1154,보조출연,해드릴게요
ep13-1155,보조출연,가게이름이 어떻게..
ep13-1156,보조출연,아 저 그게아니라....
ep13-1157,보조출연,아까 그 카드
ep13-1158,보조출연,한도초과 나오는데요
ep13-1159,보조출연,네?
ep13-1160,보조출연,카드.. 한도...
ep13-1161,보조출연,아 제가 얼마전에 차.. 카드로 샀거든요..
ep13-1162,보조출연,카드를... 사..
ep13-1163,보조출연,그걸로..
ep13-1164,보조출연,그럼 맛있게 드세요
ep13-1165,보조출연,좋은거 샀는갑다 외제차로다가
ep13-1166,보조출연,어휴...
ep13-1167,보조출연,이건 분실처리 됬다는데요
ep13-1168,보조출연,예?
ep13-1169,보조출연,아.. 예
ep13-1170,보조출연,아 참..
ep13-1171,보조출연,이건 거래정지
ep13-1172,보조출연,이건 전화카드
ep13-1173,보조출연,아 예..
ep13-1174,보조출연,아 여기 손님테이블이랑 저쪽테이블이랑 해서
ep13-1175,보조출연,54만8천원 결제됬습니다
ep13-1176,성동일,아하 예..
ep13-1177,보조출연,잘먹었습니다 코치님
ep13-1178,보조출연,돈은 바로 제가 보내드리겠습니다
ep13-1179,보조출연,아예 만약에 입금안되면요 이 번호로..
ep13-1180,보조출연,전화주시면 제가 바로 보내드리겠습니다
ep13-1181,보조출연,여기있습니다
ep13-1182,보조출연,그럼 코치님 또 뵙겠습니다..
ep13-1183,성동일,예..
ep13-1184,보조출연,공주님도 안녕...
ep13-1185,이일화,아들입니더
ep13-1186,보조출연,제가 아직 애를 못 낳아봐서..
ep13-1187,보조출연,안녕히계세요
ep13-1188,이일화,봐라 내 뭐라캤노
ep13-1189,이일화,진짜 별로라 캣제
ep13-1190,이일화,딱 보이 평생 장가 못갈끼다
ep13-1191,이일화,봐라잉 마흔전에 가면 내 손에 장을 지진다
ep13-1192,성동일,아 이사람.. 뭘 글케 악담을 해싸
ep13-1193,성동일,내가 볼때는 서글서글하니 얼굴도 좋고불고만
ep13-1194,성동일,으이구..
ep13-1195,성동일,그라고 우리가 또 언제 연예인 전화번호를 받아보겠는가
ep13-1196,성동일,김민종이 전화번호 알아가 뭐할낀데
ep13-1197,성동일,아따 이사람아 다 쓸데가 있을것이여
ep13-1198,성동일,히히히히
ep13-1199,쓰레기,오 그레그레 빙그레 운동하나
ep13-1200,빙그레,네 선배님 오늘 오프아니세요?
ep13-1201,쓰레기,어 이제 끝났다
ep13-1202,쓰레기,어째 고마 쉐리 마 같이 한바퀴 도까
ep13-1203,쓰레기,쭈쭈쭈 많이 힘들었쪄? 가자
ep13-1204,쓰레기,니가 좀 들어이제
ep13-1205,쓰레기,허허허허
ep13-1206,쓰레기,안 심심하나
ep13-1207,쓰레기,뭐 책좀 갖다주까
ep13-1208,빙그레,아니에요 성균이가 좀있다가 책 갖고 오기로 했어요
ep13-1209,쓰레기,무슨책 요새 뭐 따로 보는 책 있나
ep13-1210,빙그레,예 컴퓨터 책이요
ep13-1211,빙그레,저 컴맹이잖아요
ep13-1212,빙그레,시간있을 때 배워둘라구요
ep13-1213,쓰레기,야 성균이 금마는 데이트하기도 바쁠낀데 병원 올 시간 있는갑다
ep13-1214,쓰레기,칠봉이는?
ep13-1215,쓰레기,칠봉이 글마도 요새 바쁘제
ep13-1216,빙그레,선배님 모르셨어요?
ep13-1217,빙그레,칠봉이 좀 다쳤는데
ep13-1218,빙그레,거 뭐 펜스가 넘어졌다나 무거운거에 찧었데요
ep13-1219,쓰레기,아 진짜?
ep13-1220,쓰레기,마이 다칬는가.. 어데 다쳤는데
ep13-1221,빙그레,다리요
ep13-1222,쓰레기,다리?
ep13-1223,빙그레,"네, 정확하게는 발이요"
ep13-1224,빙그레,발등이 좀 퉁퉁부었데요
ep13-1225,빙그레,그렇게 크게 다친거 같진않은데
ep13-1226,빙그레,감독님이 화가 많이 나셨나봐요
ep13-1227,빙그레,선수가 그런거 하나 조심 못 하냐고
ep13-1228,빙그레,하.. 괜찮겠죠?
ep13-1229,빙그레,"어, 성균이왔다"
ep13-1230,삼천포,이거 맞제
ep13-1231,빙그레,"응, 땡큐"
ep13-1232,쓰레기,형 먼저 간다
ep13-1233,빙그레,예
ep13-1234,빙그레,집에가시는거에요?
ep13-1235,쓰레기,아니
ep13-1236,쓰레기,둘이 얘기해
ep13-1237,삼천포,드가이소~
ep13-1238,삼천포,진짜 이책보면 일주일안에 컴퓨터 잘 할수있는거 맞나
ep13-1239,삼천포,딱 전유성만큼만 잘 할수있는거 아이가
ep13-1240,삼천포,와 또 누구 오기로했나
ep13-1241,빙그레,어? 아.. 아니
ep13-1242,삼천포,근데 쓰레기 행님 병원에서 보이까 멀쩡하네
ep13-1243,삼천포,아 맞다 칠봉이 마이 다칬나
ep13-1244,삼천포,발다칬다매
ep13-1245,빙그레,많이 안다쳤어 아 지금 여기 병원에 있어
ep13-1246,빙그레,곧 올라올거야
ep13-1247,삼천포,맞나
ep13-1248,빙그레,너 얼굴 왜그렇게 빨개?
ep13-1249,삼천포,낮술받아준다꼬
ep13-1250,삼천포,니는 연애하지마라
ep13-1251,삼천포,말이 안 통한다..
ep13-1252,삼천포,소련말 한다이까!!
ep13-1253,빙그레,배부른 소리한다..
ep13-1254,쓰레기,안가고 뭐하노
ep13-1255,보조출연,갈데가 없다
ep13-1256,보조출연,친구도 없고 애인도없고
ep13-1257,보조출연,그냥 잠이나 쳐 디비 잘라꼬
ep13-1258,보조출연,맞다 니 뭐 저녁에 약속있다안했나
ep13-1259,보조출연,여자?
ep13-1260,쓰레기,어
ep13-1261,보조출연,어허이 누군데
ep13-1262,보조출연,소개팅한 아가
ep13-1263,쓰레기,닌 몰라도 된다 임마
ep13-1264,쓰레기,알거없다 담배나 한개도
ep13-1265,보조출연,와 그 딸래미캉 잘 안되는 갑제
ep13-1266,보조출연,히히히
ep13-1267,쓰레기,아직 시작도 안했다 새끼야 불도 불
ep13-1268,쓰레기,아 빨리!
ep13-1269,보조출연,돈도 뺏아가라 이씨...
ep13-1270,성나정,힝
ep13-1271,성나정,히잉
ep13-1272,성나정,어 진아!
ep13-1273,성나정,나 우짜노
ep13-1274,조윤진,알것냐
ep13-1275,조윤진,니 할말만 싹다 하고와
ep13-1276,조윤진,해봐봐
ep13-1277,조윤진,옳지옳지~
ep13-1278,성나정,됬다. 됬제?
ep13-1279,조윤진,야 완벽하다 완벽해
ep13-1280,조윤진,가시나 니도 진짜 독하다 니까
ep13-1281,조윤진,있냐 일단 딱 보믄
ep13-1282,조윤진,요 자세.
ep13-1283,조윤진,요거 딱 보여줌시롱
ep13-1284,조윤진,돈 달라그래
ep13-1285,조윤진,일단 30만원부터 챙기고
ep13-1286,조윤진,그 다음에는..
ep13-1287,조윤진,어...
ep13-1288,조윤진,동아리회장
ep13-1289,조윤진,니 동아리회장 됬다고 축하해달라그래
ep13-1290,성나정,내 아직 안됬는데
ep13-1291,조윤진,아따 그냥 됬다 그래
ep13-1292,조윤진,글고 아무 소리나 막 씨부러 부러 알긌냐
ep13-1293,조윤진,그럼 그때 내가 딱 맞차가 삐삐칠라니까
ep13-1294,성나정,야 니 처음부터 치라
ep13-1295,성나정,아니 그 5분마다 내한테 삐삐치라
ep13-1296,성나정,그라면은 내가 진동으로 맞차놓고 있다가
ep13-1297,성나정,분위기 봐가지고 바로 소리로 바꾸께
ep13-1298,조윤진,알았어알았어
ep13-1299,조윤진,카믄 니가 병원 도착할때 쯤 부터해가지고 내가 계속 삐삐칠라니까
ep13-1300,성나정,몰라몰라됬다
ep13-1301,성나정,내 일단 부딪혀보고 어?
ep13-1302,성나정,일대일 정면승부 어?
ep13-1303,조윤진,그래그래
ep13-1304,성나정,나 간다이 잘가자!
ep13-1305,성나정,빠샤
ep13-1306,조윤진,언능갔다와
ep13-1307,효과음,송재호 늦지않았음을
ep13-1308,효과음,이젠 모두 지난일이 된걸까
ep13-1309,효과음,아직 너의 음성 들릴것 같은데
ep13-1310,효과음,아직도 내 곁에 있는것같아
ep13-1311,효과음,아쉬움에 눈물을 떨구네
ep13-1312,효과음,언제였나 작은공원 벤취에서
ep13-1313,효과음,두손을 잡으며 입맞춤 하던 날
ep13-1314,효과음,이제는 내 작은 기억으로 남아
ep13-1315,효과음,나의 슬픈 밤을 적시우는데
ep13-1316,효과음,늦지않았음을 그대내게 말하여준다면
ep13-1317,효과음,(삐삐 진동)
ep13-1318,효과음,난 말도 못한채 눈물을 흘리며
ep13-1319,효과음,그대의 남은 빈자리로 남 몰래 찾아가
ep13-1320,효과음,(삐 소리가 나면 음성을 남겨주세요)
ep13-1321,효과음,끝없이 너를 바라볼꺼야
ep13-1322,성나정,오빠 낸데
ep13-1323,효과음,끝없이 너를 바라볼꺼야
ep13-1324,성나정,내 어디게 내 병원앞이다~
ep13-1325,쓰레기,어이 빙그레
ep13-1326,쓰레기,성균이는 어데가고
ep13-1327,빙그레,전화하러 갔어요
ep13-1328,쓰레기,혼자있었나
ep13-1329,빙그레,아뇨
ep13-1330,쓰레기,혼자있었나
ep13-1331,빙그레,아뇨
ep13-1332,칠봉이,이거는 좀 오바라 본다
ep13-1333,빙그레,야 그래도 감독님이 시키는 대로 해
ep13-1334,칠봉이,치
ep13-1335,쓰레기,니가 왜 여기있노
ep13-1336,칠봉이,그러게 말입니다
ep13-1337,칠봉이,하루종일 CT에 엑스레이에
ep13-1338,칠봉이,저야말로 집에 가고싶네요
ep13-1339,칠봉이,후..
ep13-1340,성나정,오빠 내 기마자세 성공했다
ep13-1341,성나정,내 뭐라하드노 내 하루만에 성공한다 안하드나
ep13-1342,성나정,돈 준비해놨제 30만원
ep13-1343,성나정,내 여 병원앞이거든
ep13-1344,성나정,퍼뜩 돈들고 나온나 알겠제?
ep13-1345,성나정,여기.. 공중전화 박스 2개 있는데 있제
ep13-1346,성나정,어.. 정문? 인거같기도하고
ep13-1347,성나정,정문인거 같다 여기 공중전화 두개있는데
ep13-1348,쓰레기,안 뛰오나 !!!!
ep13-1349,성나정,오빠 내 성공했다
ep13-1350,성나정,봐봐
ep13-1351,쓰레기,하하
ep13-1352,성나정,됬제
ep13-1353,성나정,성공했제
ep13-1354,쓰레기,성공했네 축하한다
ep13-1355,쓰레기,빨리온나
ep13-1356,성나정,30만원 도
ep13-1357,성나정,도!
ep13-1358,쓰레기,알겠다 주께 빨리 일로온나 빨리!
ep13-1359,효과음,성시경 너에게 / 응답하라1994 OST
ep13-1360,효과음,너의 말들을 웃어 넘기는 나의 마음을
ep13-1361,효과음,너는 모르겠지 너의 모든 걸
ep13-1362,효과음,좋아하지만 지금 나에겐
ep13-1363,효과음,두려움이 앞서
ep13-1364,효과음,너무 많은 생각들이 너를 가로 막고는 있지만
ep13-1365,효과음,날 보고 웃어주는 네가 (그냥 고마울 뿐이야)
ep13-1366,효과음,너는 아직 순수한 마음이
ep13-1367,효과음,너무 예쁘게 남았어
ep13-1368,효과음,하지만 나는 왜 그런지 모두가 어려운걸
ep13-1369,효과음,세상은 분명히 변하겠지
ep13-1370,효과음,우리의 생각들도 달라지겠지 생각해 봐
ep13-1371,효과음,어려운 일 뿐이지
ep13-1372,효과음,네가 접하게 되는 새로운 생활들과
ep13-1373,효과음,모두가 너에게 시선을 돌리게 되는 걸 알 수 있니
ep13-1374,효과음,너는 이런 내 마음을 아는지
ep13-1375,효과음,조그마한 너의 마음 다치게 하긴 싫어
ep13-1376,효과음,이러는 것 뿐이지
ep13-1377,효과음,어른들은 항상 내게 말하지
ep13-1378,효과음,넌 아직도
ep13-1379,효과음,모르고 있는 일이 더 많다고
ep13-1380,효과음,네 순수한 마음 난 변치 않길
ep13-1381,효과음,바래
ep13-1382,칠봉이,아이고
ep13-1383,칠봉이,야 이거 다 뭐냐
ep13-1384,칠봉이,야 이거 좀 치워주라 나 좀 앉자
ep13-1385,빙그레,야 이거 아까 누가 너 주라고 두고가던데?
ep13-1386,칠봉이,나?
ep13-1387,칠봉이,누가
ep13-1388,빙그레,글쎄 야구부 같던데
ep13-1389,칠봉이,참..
ep13-1390,칠봉이,야 미안하면 미안하다 그래 선물은 또 뭐냐
ep13-1391,칠봉이,야 왜 미즈노 짝퉁은 없냐
ep13-1392,칠봉이,아주 은퇴할때까지 신겠더라 야
ep13-1393,칠봉이,야 괜찮아 임마
ep13-1394,칠봉이,살짝 금만간거래 걱정안해도 되
ep13-1395,칠봉이,야 그렇게 걱정되면 병문안 오던가
ep13-1396,칠봉이,됬어됬어..
ep13-1397,칠봉이,니 덕분에 좋지뭐
ep13-1398,칠봉이,훈련도 안하고
ep13-1399,칠봉이,고맙다 야
ep13-1400,칠봉이,아 길홍아 너 멘토있냐 멘토?
ep13-1401,칠봉이,하.. 멘토 몰라?
ep13-1402,칠봉이,무식한 새끼
ep13-1403,칠봉이,인생의 스승말이야 스승
ep13-1404,칠봉이,좋아하고 존경하는 야구선수 있냐고 임마
ep13-1405,보조출연,(길홍)야 당연히있지
ep13-1406,칠봉이,아 있어? 누군데
ep13-1407,보조출연,요기베라
ep13-1408,칠봉이,아 요기베라
ep13-1409,칠봉이,뉴욕양키즈 포수?
ep13-1410,보조출연,어 나중에 감독됬잖아
ep13-1411,칠봉이,어 알지
ep13-1412,칠봉이,그 사람이 왜
ep13-1413,보조출연,그 분이 유명한 말을 남겼지
ep13-1414,이일화,여보세요
ep13-1415,이일화,아이고 예~ 안녕하셨습니꺼
ep13-1416,이일화,잘 지내셨지예
ep13-1417,이일화,예? 뭐라꼬요?
ep13-1418,이일화,어딜 간다고요?!
ep13-1419,이일화,예?!
ep13-1420,이일화,엄마야 세상에 우짜노
ep13-1421,이일화,진짜라예?
ep13-1422,성동일,뭐.. 뭔일이단가
ep13-1423,이일화,해태 군대간단다
ep13-1424,성동일,아 이사람아 대한민국 사내라면 당연히 군대를 갔다와야지 안간당가
ep13-1425,이일화,아니 내일! 내일 군대간단다 바로
ep13-1426,성동일,아 긍께로 내일....
ep13-1427,성동일,내일간다고?!
ep13-1428,이일화,예..
ep13-1429,이일화,언제 연락받았는데예
ep13-1430,이일화,옴마 진짜 웃기네
ep13-1431,보조출연,(해태엄마) 시상에.. 뭔이런 환장할 일이 있는지 모르것소 예?
ep13-1432,보조출연,이 썩을놈의 새끼들이 비싼 밥처먹고
ep13-1433,보조출연,어째이리 정신빠진 짓거리를 해부렀는지
ep13-1434,보조출연,아따 긍께
ep13-1435,보조출연,동사무소 방위 그 덕수같은 덜마새끼가
ep13-1436,보조출연,군대오라는 종이떼기를 이때까지 까묵고 있다가
ep13-1437,보조출연,인자야 들고 안와요 이?!
ep13-1438,보조출연,시상에 까묵을 것이 따로있제
ep13-1439,보조출연,참말로 이를 어쩐다요 복창이 달려죽것소!
ep13-1440,보조출연,나가 나라에 소송을 사정없이 걸어불라고했는디
ep13-1441,보조출연,당장에 내일 아침꺼정 논산 훈련소로 안들어오믄
ep13-1442,보조출연,탈영이라고 안그료 탈영
ep13-1443,보조출연,염병할놈으 방위 그 잡것 띨띨한것이
ep13-1444,보조출연,일 치룰줄 알았당께요!!
ep13-1445,보조출연,안되것소 나가 시방 그 놈의 동사무소 불 확다 지르러 강께
ep13-1446,보조출연,이따 뉴스에서 봅시다이!!
ep13-1447,성나정,치
ep13-1448,성나정,치~
ep13-1449,성나정,치~~~~
ep13-1450,성나정,참..
ep13-1451,효과음,(전화소리)
ep13-1452,이일화,정아 전화 받아라 오빠다
ep13-1453,성동일,아따 우리 칠봉이는 어째 저렇게 말도 잘 하까잉
ep13-1454,성나정,아
ep13-1455,성나정,음!
ep13-1456,성나정,여보세요..
ep13-1457,성나정,아 오빠가
ep13-1458,성나정,아
ep13-1459,성나정,내 책보고있었다
ep13-1460,성나정,응
ep13-1461,성나정,"밥은, 밥은 먹었나"
ep13-1462,효과음,(tv속 칠봉) 맛있는거 잘 챙겨먹으면서 관리하고 있습니다
ep13-1463,효과음,보통선수들은 멘토로 생각하는 야구선수가 한명씩 있더라구요
ep13-1464,효과음,"혹시 가장 존경하는 선수, 멘토가 있다면?"
ep13-1465,칠봉이,어.. 저는 없었는데 최근에 생겼습니다
ep13-1466,칠봉이,뉴욕양키즈에 요기베라선수
ep13-1467,효과음,그 분하면 또 실력보다 주옥같은 명언으로 유명한 분이잖아요
ep13-1468,효과음,수많은 명언 중에서 가장 좋아하는 명언이 있다면?
ep13-1469,칠봉이,"전, 이말이 제일 좋더라구요"
ep13-1470,칠봉이,끝날 때까지는 끝난게 아니다.
ep13-1471,성동일,어이구 글제글제
ep13-1472,성동일,역시 인생을 9회말 2아웃 부터여 헤헤
ep13-1473,성동일,참 임자
ep13-1474,성동일,갈비 주문 넣는가?
ep13-1475,성동일,이번엔 특별한 걸로 주문 좀 하소 어?
ep13-1476,성나정,응
ep13-1477,성나정,음..
ep13-1478,성나정,응
ep13-1479,보조출연,감사합니다 신랑신부 결혼 진심으로 축하드리고요
ep13-1480,보조출연,반갑습니다 김민종입니다 다시한번 큰 박수..
ep13-1481,보조출연,어떻게 아는 사이야?
ep13-1482,보조출연,누가 해준거야~ 어떻게 섭외된거야~
ep13-1483,이일화,"이 사람 팬이다 알고지낸지 7,8년 된다"
ep13-1484,보조출연,어머 어머 세상에 ~
ep13-1485,독백,(칠봉) 수많은 학자들의 연구결과 어떤 한 분야에서
ep13-1486,독백,성공을 거두기 위해 필요한 시간은
ep13-1487,독백,1만시간이라고한다.
ep13-1488,독백,1만시간의 법칙
ep13-1489,독백,모차르트도 비틀즈도
ep13-1490,독백,스티브잡스도 김연아도
ep13-1491,독백,그들의 성공을 만든것은
ep13-1492,독백,타고난 천재성도 행운도 아닌
ep13-1493,독백,1만시간 이상의 노력과 고통이었다한다
ep13-1494,독백,어쩜 일도 관계도 사랑도 마찬가지다
ep13-1495,독백,마침내 성취하기 위해선
ep13-1496,독백,타고난 그 무엇과 운 좋음을 기다릴 것이 아니라
ep13-1497,독백,끝까지 노력하고 애쓰고 고통스러워 해야한다
ep13-1498,보조출연,그리고 성동일 코치님 진심으로 팬입니다
ep13-1499,보조출연,진심으로 축하드립니다 감사합니다
ep13-1500,독백,"끝날때까지 아직, 끝난게 아니다"
ep13-1501,보조출연,감사합니다~
ep13-1502,삼천포,이힝힝 야 못보겠다
ep13-1503,조윤진,너거 아버지 진짜 짱이다 짱
ep13-1504,조윤진,시상에 딸래미 결혼식 축가 섭외할라고
ep13-1505,조윤진,김민종이한테 8년씩이나 갈비를 보낸데..
ep13-1506,조윤진,역시 운동을 하셔서 그런가
ep13-1507,조윤진,근성하나는 끝내준다이까
ep13-1508,성나정,휴..
ep13-1509,조윤진,최고다 최고
ep13-1510,효과음,(까톡)
